passed,failed
https://www.naukri.com/job-listings-software-engineer-insure-pro-2-0-bengaluru-0-to-1-years-160626503339,
https://www.naukri.com/job-listings-software-engineer-amphisoft-technologies-bengaluru-1-to-5-years-230626505567,
https://www.naukri.com/job-listings-software-engineer-applied-materials-india-private-limited-bengaluru-0-to-5-years-260626924723,
https://www.naukri.com/job-listings-software-engineer-natwest-digital-services-india-pvt-ltd-chennai-bengaluru-1-to-6-years-260626924809,
https://www.naukri.com/job-listings-software-engineer-morningstar-navi-mumbai-2-to-5-years-270626001895,
https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-220626933355,
https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-230626924773,
https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-260626924489,
https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-260626924362,
https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-260626907139,
https://www.naukri.com/job-listings-software-engineer-support-technologies-pune-2-to-7-years-260626504896,
https://www.naukri.com/job-listings-software-engineer-eurofins-it-solutions-india-pvt-ltd-bengaluru-2-to-4-years-260626924824,
https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-260626924470,
https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-260626924347,
https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-220626932762,
