Company,Job Title,Company URL,Naukri URL
,,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5308840-S1938071_en&title=Custom+Software+Engineer&SRC=RECNau,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-150626936491
,,https://www.accenture.com/in-en/careers/jobdetails?id=14338346_en&title=Custom+Software+Engineer&SRC=RECNau,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-230626924448
,,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5226550-S1962243_en&title=Custom+Software+Engineer&SRC=RECNau,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-220626933414
